name,category,brand,description
Discipline Cleansing Conditioner,Conditioner,Kérastase,"Which hair texture is it good for?✔ Wavy✔ Curly✔ CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Frizz- Dryness- Straightening/SmoothingWhat it is:A cleansing conditioner that gently removes impurities, cleansing and nourishing hair while helping to achieve shape and curl definition.Key benefits:- Defines curls - Adds hydration- Detangles hair If you want to know more…This conditioner is sulfate and silicone-free and adds hydration back into hair helping to define curls and easily detangle. What it is formulated WITHOUT:- Sulfates"
Hair Wash Gentle Milky Hair Cleanser,Shampoo,BREAD BEAUTY SUPPLY,"What it is: A light, milky, sulfate-free shampoo that uses a gentle lather to work through and cleanse thick, curly, or textured hair. Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns: -Dryness - Frizz - Damage/Split Ends/BreakageKey Benefits: - Hydrates- Smooths- Addresses Dry/Flaky ScalpHighlighted Ingredients:- Argan Oil: Rich in vitamin E, to moisturize and soften- Aloe Vera Juice: Helps to balance the scalp and provide much-needed hydration.- Lemon Tea Tree Oil: Soothes the scalp. Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: This hair wash replaces traditional, super-foamy, sulfate-laden shampoo with a gentle, semi-sudsing alternative to gently wash away build up. This soft hair wash is packed with natural oils and gentle cleansers to clean your scalp and strands without the dryness, and it smells like a fruit-cereal milkshake.CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness."
Mini MOMO Hydrating Conditioner for Dry Hair,Conditioner,Davines,"What it is: A lightweight, moisturizing conditioner that intensely hydrates and detangles dry/dehydrated hair—for a soft, silky feel.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine and MediumHair Concerns:- Dryness- Frizz- ShineKey Benefits: - Moisturizes dry/dehydrated hair- Is created with 100 percent clean energy and comes in recyclable packagingHighlighted Ingredients:- Paceco Cartucciaru Yellow Melon Extract: Provides lasting hydration with an abundance of water, vitamins, and mineral salts.Ingredient Callouts: Free of parabens and sulfates SLS & SLES. It also comes in recyclable packaging.What Else You Need to Know: Enhance your hair's hydration and shine with this moisturizing yet lightweight conditioner. Cartucciaru melon extract delivers vital minerals and vitamins (including vitamins A and C) to nourish dehydrated hair."
Delicate Comfort Clarifying Shampoo for Dry Scalp & Hair,Shampoo,shu uemura,"What it is: A hydrating, clarifying shampoo, for all dry scalp and hair types, that deeply cleanses to remove dirt, oil, and product buildup while replenishing moisture.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Dryness- Shine- Scalp Buildup Key Benefits: - Deeply cleanses to remove dirt, oil, and product buildup without stripping- Balances moisture levels in scalp and hair- Formulated with essential nutrients and antioxidants to soften dry hairHighlighted Ingredients:- Japanese Onsen-Inspired Ferments: Inspired by Onsen, natural Japanese hot springs, these ferments are rich in essential minerals, contain heat-activated antioxidants, and provide protection against UV rays.- Japanese Cherry Blossom: Rich in essential minerals and antioxidants to deeply cleanse and leave the scalp and hair feeling well hydrated.Ingredient Callouts: Free of parabens.What Else You Need to Know: Detoxify your scalp and hair with this clarifying shampoo that deeply cleanses to wash away impurities without stripping hair of moisture. Its intensely hydrating formula is infused with Japanese Cherry Blossom and biotech ferments inspired by Onsen, natural japanese hot springs known for their stress-relieving benefits. Use daily for a sensorial shampoo experience that restores essential nutritents, or as a first-step in your weekly double cleansing routine. Loved by professional hair stylists worldwide for softer, well-hydrated hair with a shiny finish. Fragrance Description: This shampoo has a smooth base notes of sandalwood and vanilla fused with fruity-floral top notes of red apple and jasmine for a scent that energizes the senses."
"Hydrate Detangling Leave-In Conditioner for Dry, Frizzy Hair",Conditioner,Verb,"What it is: A leave-in conditioner that detangles, hydrates, and nourishes hair.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Medium and ThickHair Concerns:- Dryness- FrizzKey Benefits: - Detangles dry hair- Adds extra moisture and softness- HydratesHighlighted Ingredients:- Argan Oil: Rich in antioxidants and provides moistures.- Babassu Oil: Locks in moisture. - Moisture-Locking Ceramide: Smooths hair, promotes shine, and increases hair elasticity.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.What Else You Need to Know: Verb Hydrate Leave-in Conditioner detangles, hydrates, and nourishes hair. Powered by argan oil, babassu oil, and a moisture-locking ceramide, this leave-in conditioner adds extra moisture, fights frizz, and leaves hair soft and tangle-free.Fragrance Description: Amber and warm jasmine."
Palo Santo Medium Conditioner with Biotin,Conditioner,PATTERN by Tracee Ellis Ross,"What it is: A moisture-rich medium conditioner, ideal for curly and coily hair textures looking for hydration, slippage, and curl definition.Hair Texture: Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Color Safe- Curl-Enhancing- DrynessKey Benefits: - Offers curly textures 3B-4A slip, softness, curl definition, and hydration- Nourishes and defines curls- Keeps curls bouncy, not weighed downHighlighted Ingredients:- Jojoba Oil and Olive Oil: Provides low to normal porosity hair with moisture.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.What Else You Need to Know: PATTERN's Medium Conditioner is ideal for coily and curly hair needing moisture, slippage, and curl definition. It’s great for hydrating dry hair, nourishing low to normal porosity curls, and defining without weighing down. The conditioner is infused with jojoba and olive oil.Clinical Results: Based on a 63-subject consumer perception study after 1 week of use:- 91% agreed this conditioner helped them detangle their hair"
Multi-Tasking Conditoner,Conditioner,Curlsmith,"What it is: A protein-enriched, multipurpose cream that can be used as a rinse-out, deep conditioner, or leave-in hair moisturizer.Hair Type: Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Curl-Enhancing- Dryness- FrizzKey Benefits: - Helps Clump Waves and Curls- Supports Damaged Hair- Cream for Protective StylesHighlighted Ingredients:- Babassu: Seals moisture into the hair shaft and smooths down cuticles.- Murumuru: Ultimate moisture.- Hemp Seed and Rice Protein Complex: Helps the hair look stronger and more elastic.Ingredient Callouts: Free of parabens, phthalates, mineral oil, and sulfates SLS & SLES. It is also vegan and cruelty-free.What Else You Need to Know: This multi-use conditioner delivers weightless moisture and hydration. Enriched with proteins at low dosage, it can be used frequently without the risk of protein overload. The conditioner leaves hair soft, smooth, and shiny while preventing breakage."
Mini Volumizing Full Shampoo for Fine Hair,Shampoo,Virtue,"What it is: A luxurious shampoo that dissolves excess oil, lifts the roots, and plumps each strand for weightless, long-lasting body.Hair Type: Fineand MediumHair Texture: Straight and WavyHair Concerns:- Volumizing- Damage/Split Ends/Breakage- Oily ScalpKey Benefits: Cleans, Nourishes, and Volumizes Formulation: Lightweight LiquidHighlighted Ingredients:- Phospholipids: Help fight frizz and protects against humidity.-Alpha Keratin 60ku®:  a healing protein that’s identical to the keratin that makes up 90% of our hair. It repaves and refills keratin, repairing damaged hair with each use.Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.What Else You Need to Know:  Infused with a first-of-its-kind Alpha Keratin 60ku® protein, Full Shampoo was specifically developed to add volume and density to fine, limp hair strands. This extraordinarily lightweight formula helps build volume from the inside out and will continue to improve the health of hair over time.Clinical Results: In a consumer perception study of 55 women who used Full Shampoo and Conditioner for 1 week, after 7uses: - 84% of women said their hair felt thicker - 87% of women said their hair had more body - 86% of women said their hair looked fuller"
Supa Thick Sulfate Free & low pH Shampoo for Hair Growth,Shampoo,The Nue Co.,"What it is: A gently foaming, low-pH shampoo that supports hair growth and density and leaves scalp feeling instantly light and clean.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Shine- Straightening and Smoothing - Damage, Split Ends, and Breakage Key Benefits: - Reduces breakage, friction, and damageHighlighted Ingredients:- Red Algae- Apple Cider Vinegar- Vitamin B5Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This shampoo protects the balance of the scalp microbiome and scalp barrier with a pH-balanced formula. The ingredients penetrate the hair cortex to nourish, strengthen, and restore hair. Clinical Results: In a 60-day consumer trial: -95% of people reported their hair felt thicker and healthier immediately after use-86% of people said their hair felt stronger and healthier after 30 days of use -90% of people reported less hair breakage after 30 days of use -87% of people reported improved hair growth after 60 days of use Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
SahaScalp Wild Ginger Purifying Scrub,Shampoo,Fable & Mane,"What it is: A luxurious lathering scrub that stimulates hair follicles, deeply penetrates to remove product buildup with pink Himalayan salt, and is enriched with wild ginger to purify the scalp skin.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Oiliness- Color Safe- Flaky/Dry ScalpKey Benefits: - Purifying treatment for flaky, oily scalps- Deeply cleanses follicles, removing product buildup- Whipped texture for a gentle latherHighlighted Ingredients:- Ginger: An ayurvedic root with antiseptic properties to address flakiness.- Neem Leaf: An ayurvedic leaf with antifungal properties to support scalp health.- Amla: A potent ayurvedic fruit rich in vitamin C to soothe itchy scalps.Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This ayurvedic remedy soothes oily, flaky, and itchy scalps. The gentle exfoliating treatment purifies and targets flakiness with healing neem, known for its antifungal properties, and includes stimulating, antioxidant-rich wild ginger. Use instead of your shampoo once a week to remove product buildup and refresh the scalp.Fragrance Description: Bright ginger and bergamot unfold into a floral jasmine and neroli bouquet on a fully focused base of sandalwood and vanilla. Gentle and uplifting.Clean at SephoraOur commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness."
Super Rich Conditioner,Conditioner,Bumble and bumble,"What it is: A luxe, creamy, everyday conditioner for all hair types that moisturizes, detangles, softens, and adds shine to hair.Hair Texture: Straight, Wavy, and CurlyHair Concerns:- Dryness- ShineKey Benefits: - Hydrates- Adds shine- Vegan Ingredient Callouts: Free of parabens, formaldehydes, phthalates, and mineral oil. It is also vegan.What Else You Need to Know: This luxe conditioner detangles, softens, and restores luster and bounce to all hair types. The conditioning formula hydrates hair while adding shine for a silky-smooth look.Fragrance Description: The scent combines top notes of green leaves, bergamot, and lemon with middle notes of jasmine and muguet grounded in a base of musk and sandalwood."
Mini Strength Cure Blonde Purple Conditioner,Conditioner,Pureology,"What it is: A creamy purple conditioner that tones and fortifies brassy, damaged, and lightened hair. Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Color Safe- Damage, Split Ends, and Breakage- BrassinessKey Benefits: - Tones and neutralizes brassiness- Strengthens and fortifies lightened hair- Provides extraordinary color protectionFormulation: LiquidHighlighted Ingredients:- Keravis: Prevents hair breakage. - Astaxanthin: Helps heal and repair damaged hair. - Purple Orchid: Provides violet toning properties. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This formula includes a signature aromatherapy blend of pear, rose, and sandalwood and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine."
Heavy Conditioner,Conditioner,PATTERN by Tracee Ellis Ross,"What it is: An extra-rich and nourishing heavy conditioner, perfect for coily and tight textures, that provides serious hydration and great curl clumping.Hair Type: Fine, Medium, and ThickHair Texture: Wavy, Curly, and CoilyHair Concerns:- Curl-Enhancing- Dryness- Color SafeKey Benefits: - Rich, thick formula provides extra moisture- Great for coily textures and high-porosity hair- Excellent as a deep conditioning treatmentHighlighted Ingredients:- Safflower Seed Oil- Jojoba Oil- Shea ButterIngredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free and comes in recyclable packaging.What Else You Need to Know: The extra-rich and nourishing Heavy Conditioner is perfect for coily and tight textures. Its creamy, buttery formula offers serious hydration and the signature ""Pattern Slip"" for easy detangling and great curl clumping. Fragrance Description: Founder Tracee Ellis Ross picked this to be clean and not overpowering. Notes are a sweet floral essence of neroli, rose, and patchouli."
Blonde POP Purple Toning Shampoo,Shampoo,IGK,"What it is: A purple-toning, blonde-enhancing shampoo that quickly neutralizes brass while the moisture-rich formula boosts vibrancy, softness, and shine.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Brassiness- Color Safe- Color FadingKey Benefits: - Tones Blonde Hair- Softens, Strengthens, Hydrates, and Adds Shine- Squalane Helps Restore Moisture, Brilliance, and ShineHighlighted Ingredients:- Purple Rice: Helps soften and strengthen hair.- Squalane: Ultra-emollient conditioning agent that replenishes moisture balance.Ingredient Callouts: Free of parabens, mineral oil, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.What Else You Need to Know: Quickly neutralize brass, soften strands, moisturize, and add shine with this blonde-enhancing shampoo. Treat blonde and highlighted hair to the ultimate balance between color-toning pigments and essential moisture for seven times reduced brassiness and a brighter, more vibrant look*. (*When used as a system of Blonde POP Shampoo, Blonde POP Conditioner, and L.A. Blonde Treatment Spray.)"
MOMO Hydrating Conditioner for Dry Hair,Conditioner,Davines,"What it is: A lightweight, moisturizing conditioner that intensely hydrates and detangles dry/dehydrated hair—for a soft, silky feel.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine and MediumHair Concerns:- Dryness- Frizz- ShineKey Benefits: - Moisturizes dry/dehydrated hair- Is created with 100 percent clean energy and comes in recyclable packagingHighlighted Ingredients:- Paceco Cartucciaru Yellow Melon Extract: Provides lasting hydration with an abundance of water, vitamins, and mineral salts.Ingredient Callouts: Free of parabens and sulfates SLS & SLES. It also comes in recyclable packaging.What Else You Need to Know: Enhance your hair's hydration and shine with this moisturizing yet lightweight conditioner. Cartucciaru melon extract delivers vital minerals and vitamins (including vitamins A and C) to nourish dehydrated hair."
Yucca & Witch Hazel Deep Hydrating Shampoo,Shampoo,Ceremonia,"What it is: A silicone-free shampoo powered by yucca extract for a gentle, sulfate-free cleanse—perfect for hair craving extra moisture.Hair Type: ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Dryness - Frizz - ShineKey Benefits: - Moisturizes and Hydrates- Strengthens Strands- Reduces FrizzHighlighted Ingredients:- Yucca Extract: Naturally cleanses and foams without sulfates.- Witch Hazel: Prevents scalp from getting greasy on non-wash days.- Cupuaçu Butter: Nourishes the scalp and boosts hair’s shine.Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: Powered by yucca extract and witch hazel, this ultra-hydrating, moisturizing, 100 percent sulfate-free shampoo boosts shine while strengthening strands and reducing frizz. The unique cocktail of natural ingredients delivers an effective cleanse that won’t strip your scalp of natural oils.Fragrance Description: Ceremonia’s signature essence blooms with soft, woody notes and a delicate hint of lemon zest. South American tonka beans add a nostalgic sense of familiarity and uniqueness alongside subtle whispers of violet, black tea, vetiver, and brown sugar.Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
Mini Dolce Nourishing Shampoo,Shampoo,Rossano Ferretti Parma,"What it is: An intensely nourishing and hydrating shampoo for all dry hair types that repairs and stimulates for soft, silky, and shiny hair.Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and WavyHair Concerns:- Dryness- Frizz- Damage, Split Ends, and BreakageKey Benefits: - Hydrates and Intensely Nourishes- Stimulates Hair Repair and Resilience- Adds Softness and ShineHighlighted Ingredients:- Aloe Vera: Moisturizes, soothes, and calms the hair with anti-frizz properties.- Ginseng: Supports weak strands and restores scalp balance.- Guarana: Contains antioxidants that help stimulate circulation in the scalp.Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This luxury, travel-size shampoo is formulated with over 94 percent natural ingredients. It contains hyaluronic acid, which quickly gets moisture into the hair shaft to create a softer texture and helps dry hair feel silkier and smoother.Fragrance Description: Fruity notes of peach and mandarin combine with vanilla and caramel for memories of sweet treats."
Brightening Purple Shampoo for Blonde Hair,Shampoo,Verb,"What it is: A shampoo that enhances cool tones and neutralizes brassy hues in blonde, highlighted, gray, and silver hair.Hair Texture: Straight, Wavy, and CurlyHair Type: Fine, Medium, and ThickHair Concerns:- BrassinessKey Benefits: - Cleanses and brightens blonde hair- Enhances cool tones- Neutralizes brassy huesHighlighted Ingredients:- Pro-Grade Violet Pigment: Cancels out yellow and brassy tones.- Acai Extract: Is high in hair-nourishing antioxidants.Ingredient Callouts: Free of parabens and sulfates SLS & SLES. It is also vegan and cruelty-free.What Else You Need to Know: Apply this toning shampoo evenly throughout hair, from roots to ends. This will ensure consistent coverage and even results.Fragrance Description: This product has a grapefruit-oatmeal scent."
Elixir Ultime Hydrating Conditioner,Conditioner,Kérastase,"What it is: A daily hydrating conditioner infused with a precious oil blend to nourish, smooth, and enhance shine in fine to normal hair types.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Dryness- Frizz- ShineKey Benefits: - Instantly softens and smooths- Provides long-lasting shine- Deeply nourishes for optimal hair healthHighlighted Ingredients:- Marula Oil: Adds softness, suppleness, and moisture.- Camellia Oil: Quickly absorbs for hydration and shine.- Argan Oil: Increases elasticity, hydration, softness, and shine.What Else You Need to Know: This hydrating conditioner loved by stylists nourishes hair for optimal smoothness and boosted hydration. Infused with marula, camellia, and argan oils, this precious oil blend works together to add hydration, softness, strength, and enhanced long-lasting shine."
Mini Nanoworks Gold Shampoo,Shampoo,Pureology,"What it is: A rich, sulfate-free shampoo that renews softness, manageability, and shine to dull, brittle, or very dry, color-treated hair. Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and Wavy Hair Concerns:- Damage, Split Ends, and Breakage- Shine- Color SafeKey Benefits: - Strengthens hair- Renews softness, manageability, and shine- Provides extraordinary color protection- Highly concentrated formula allows for 75+ shampoos in a single bottleFormulation: LiquidHighlighted Ingredients:- Keravis: Strengthens hair. - Golden Marula Oil: Supports scalp health and keeps hair soft, supple, and moisturized. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This shampoo includes a signature aromatherapy blend of dewy pear, ylang ylang, and golden amber and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine."
"Purple Shampoo Bar for Blonde, Highlighted & White Hair",Shampoo,superzero,"What it is: A color-safe, sulfate-free, purple-toning shampoo that neutralizes brassiness, boosts shine and hydration, builds bonds, and strengthens hair.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Color Safe- Damage/Split Ends/Breakage- BrassinessKey Benefits: - Tones down brassiness and yellow tones- Repairs bonds and strengthens hair from the inside- Boosts gloss and shine and tames flyawaysHighlighted Ingredients:- Ultraviolet Pigments: Neutralize yellow and brassy tones for more brightness and shine.- Vegan Keratin and Plant-Derived Hemisqualane: Shown to boost shine and color, reduce frizz, and improve thermal protection.- Bond Builder: Strengthens hair from the inside and reduces breakage.Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: One bar is equal to two bottles of 8.4 oz liquid shampoo. This innovative, sulfate-free purple shampoo is powered by Superzero's 360 Triflex Complex and activates directly on your hair for a luxurious lather and maximum potency and care. Achieve your brightest, healthiest blonde or white while improving hair hydration, smoothness, bounce, gloss, and shine with vegan keratin, hemisqualane, triolein, a bond builder, and ultraviolet pigments. Treat your hair to exceptional daily care with clean, planet-friendly ingredients and zero plastics or microplastics.Fragrance Description: Fragrance-free/no synthetic fragranceClean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
Discipline Oleo-Relax Anti-Frizz Shampoo,Shampoo,Kérastase,"What it is: A concentrated hair-smoothing, frizz-reducing shampoo that moisturizes and improves manageability for all voluminous hair types.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Frizz- Dryness- ShineKey Benefits: - Gently cleanses to remove product buildup- Intensely hydrates to smooth hair and reduce extreme frizz- Easily detangles while preventing split endsHighlighted Ingredients:- Virgin Coconut Oil: Hydrates dry hair, prevents hair breakage and split ends, and leaves it durably nourished and supple.- Shorea Butter: Provides hair with softness and resistance to hair breakage.- Rosa Canina Fruit Oil: Highly concentrated in vitamin C that provide a protective barrier that keeps the hair from becoming dehydrated.What Else You Need to Know: This daily shampoo is a must-have for all voluminous hair types prone to extreme frizz or tangling. It is infused with virgin coconut oil and shorea butter to intensely moisturize, easily detangle, smooth, soften hair, and improve overall manageability for seamless styling. It is recommended by professional hair stylists worldwide for supple, nourished hair that resists breakage over time."
Embody Daily Volumizing Conditioner,Conditioner,JVN,"What it is: A clean, volume-boosting conditioner with biotin that gently detangles and increases manageability without causing buildup or weighing hair down.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Thinning- Volumizing- Color SafeKey Benefits: - Gently detangles- Adds bounce, body, and shine- Hydrates without weighing hair downHighlighted Ingredients:- Squalane and Hemi-squalane: Superior to silicone, they improve hair health and strength immediately and over time.- Biotin: Visibly thickens hair.- Bamboo Extract: An ingredient rich in natural silica that adds volume and shine.Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: Powered by patented sugarcane-derived hemi-squalane, biotin, and vitamin B7, this conditioner detangles, smooths, and visibly thickens, leaving hair weightless, bouncy, and full of body. The 98 percent-plastic-free packaging consists of an infinitely recyclable aluminum base and PCR pump.Fragrance Description: Lush jasmine, sparkling cassis, and radiant bergamot accent rich notes of sandalwood and amber.Clinical Results: In a controlled study (versus a non-conditioning shampoo), after 1 use:- Hair density visibly improved by 9%In a 21-day consumer study of 40 subjects:- 93% saw less hair fall- 93% agreed hair felt thickerClean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
Moisture Fusion Moisture Rich Shampoo,Shampoo,Mizani,"What it is: A moisturizing shampoo that quenches thirsty strands for soft hair that is easier to detangle.Hair Type: Fine, Medium, and ThickHair Texture:Coily, Curly, Straight, and WavyHair Concerns:- Curl-Enhancing- Dryness- FrizzKey Benefits: - Gently cleanses- Quenches dry coils and curlsHighlighted Ingredients:- Cupuaçu Butter: Locks and seals in moisture.- Argan Oil: Restores shine and hydration to hair- Honey: Helps prevent damage and promote scalp health. Fragrance Description:- Top Notes: Jack Black, Currant, Watercress, Apricot Nectar- Middle Notes: Pink Peony, Cyclamen, Jasmine Tea- Bottom Notes: Sandalwood, Amber, Blonde woodsWhat Else You Need to Know: This moisturizing shampoo gently cleanses and conditions to leave hair feeling clean, smooth, and easier to detangle post-wash."
Rice Water Infused Hair Conditioner Bar,Conditioner,Viori,"What it is: All-natural professional-grade conditioner bars made with Longsheng Rice Water and formulated to repair, moisturize, strengthen, & increase natural shine. Each scent is suitable for different hair types; pick based on hair concern. Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyKey Benefits: - Hua Bliss (All Hair Types): Moisturizes, Strengthens & Rejuvenates Hair + Scalp- Hidden Waterfall (All Hair Types): Increases Density, Strengthens & Rejuvenates Hair + Scalp- Citrus Yao (Oily to Normal Hair Types): Gently Cleanses Hair & Scalp for Oil Control - Terrace Garden (Dry to Normal Hair Types): Moisturizes, Strengthens & Rejuvenates Hair + Scalp- Native Essence (Sensitive & Dry Hair Types): Moisturizes, Strengthens & Rejuvenates Hair + ScalpHighlighted Ingredients:- Longsheng Rice Water: Nourishes and repairs- Cocoa Butter: Conditions, softens, and moisturizes- Hydrolyzed Rice Protein: Increases volume, shine, and strengthWhat Else You Need to Know: Viori's mission is to create safe, natural, highly effective products that honor the values and traditions of the Red Yao women. All Viori products are 100% vegan, plastic-free, pH balanced, and cruelty-free, as well as sustainably and ethically sourced, and made without sulfates, parabens, or phthalates. For over 2,000 years, the Red Yao tribe in the rice-terraced mountains of Longsheng have been famous for their near-perfect hair. The tribe women have passed down their unique, natural method of maintaining long, strong, healthy hair with nutrient-rich Longsheng Rice™ water.Fragrance Description:- Hua Bliss (All Hair Types): This garden-inspired scent features notes of lavender, cotton flower, and plumeria petals blended with hints of green apple, bergamot, and sheer coconut.- Hidden Waterfall (All Hair Types): A musky, sweet, vanilla-scent reminiscent of the amber aroma found along the forested paths to the hidden Longsheng waterfalls.- Citrus Yao (Oily to Normal Hair Types): A fresh burst of citrus scents, straight from the baskets of the Red Yao fruit stands.- Terrace Garden (Dry to Normal Hair Types): Natural, green, floral-scent reminiscent of wandering the bamboo trails of the Longsheng mountains.- Native Essence (Sensitive and Dry Hair Types) : No added fragrance, this bar has a light earthy, rice-bran, tea leaves scent derived from the natural ingredients added directly to this barClinical Results: In an independent consumer testing panel, participants found the following benefits after using Longsheng Rice Water for 2 weeks: - Increases moisture levels by 70.56%- 25.48% reduction in erythema* on scalp compared to control *erythema = reddening of the skin- 100% of participants using the experimental product reported less flaking on the scalp for the duration of the study while 60% of participants using the control noticed more flaking- Improves Anti-frizz by 22% compared to controlClean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
"Hydrating Conditioner for Thick, Dry, Damaged Hair",Conditioner,Fable & Mane,"What it is: A nourishing conditioner with Coconut Oil and Amla that adds intense hydration, smoothes frizz and detangles hair for a soft and shiny mane. Hair Type: Medium and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Dryness- Damage/Split Ends/Breakage- ShineKey Benefits: - HydratesHighlighted Ingredients:- Coconut Oil: The 'sacred fruit' that adds shine, smoothes and nourishes hair- Tumeric: The 'Queen of the Spices' that helps to control hair fall- Amla: An antioxidant-rich Indian berry that naturally conditions and adds shineIngredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: A hydrating and strengthening conditioner that deeply nourishes strands and reduces frizz for soft and tangle-free hair. Enriched with Coconut Oil, Amla and Turmeric to repair dry hair, prevent breakage and give a smooth and glossy finish.Fragrance Description: A delectable gourmand scent that takes you to paradise in India. Banana and coconut are blended with Indian jasmine sambac, comforting rice milk and vanilla for a warm, fruity and floral fragrance.Clinical Results: Based on 20 participants using the HoliRoots™ Hydrating Conditioner for 2 weeks:- 94% said their hair was immediately detangled- 94% said they love the warm, fruity and floral scentClean at SephoraOur commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness."
