brand,category,description,name
Pureology,Shampoo,"<p><strong>What it is: </strong>A gentle, sulfate-free shampoo that strengthens and repairs hair damaged from color, heat, and everyday wear and tear.</p><p><br></p><p><strong>Hair Type:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Texture:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dryness</p><p>- Color Safe</p><p>- Damage, Split Ends, and Breakage</p><p><br></p><p><strong>Key Benefits: <br></strong>- Blended with plant-based proteins to repair damaged hair</p><p>- Hydrates and strengthens hair to prevent future breakage</p><p>- Softens hair, protects color, and adds shine</p><p><br></p><p><strong>Formulation:</strong> Liquid</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Keravis: A strengthening protein known to prevent hair breakage</p><p>- Astaxanthin: A powerful antioxidant part of the exclusive Asta-Repair technology that helps heal and repair damaged hair.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This vegan formula includes a signature blend of raspberry, peach, and water flowers and a patented Antifade Complex® to protect color vibrancy. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine. Can be used on non-color-treated hair.</p><p><br></p><p>This product is an Allure Best of Beauty award winner.</p><p><br></p><p><strong>Clinical Results:</strong> Based on consumer testing of 59 women using a regimen of Strength Cure Shampoo and Conditioner:</p><p>- 98% of women said hair feels soft</p><p>- 95% of women said hair feels healthy</p>",Strength Cure Shampoo for Damaged Hair
dae,Shampoo,"<p><strong>What it is: </strong>A clarifying, non-stripping shampoo that cleanses away excess oil, impurities, and product buildup, leaving hair feeling extra clean and detoxified.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Color Safe</p><p>- Oily Scalp</p><p>- Scalp Buildup</p><p><br></p><p><strong>Key Benefits: <br></strong>- Intensely cleanses and clarifies</p><p>- Removes excess oil and product buildup</p><p>- Is non-stripping and color safe</p><p><br></p><p><strong>Highlighted Ingredient:<br></strong>- Signature Desert Botanical Blend: Hydrates, tames frizz, adds shine, strengthens and prevents breakage.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong>  Enriched with purifying desert botanicals, the rich lather leaves hair feeling extra clean and detoxified. Envelop your hair in our sweet, warm Signature Citrus Scent that makes wash dae dreamy. Use 1x a week or when your hair + scalp needs a deeper cleanse (scalp is oily, hair lacks shine, curls lost shape).</p><p><br></p><p><strong>Fragrance Description: </strong>Infused with sweet notes of sparkling orange, orange blossom, and vanilla, dae’s signature citrus scent is a warm, floral composition reminiscent of summer ease.</p><p><br></p><p><strong>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>",Desert Detox Clarifying Shampoo
amika,Conditioner,"<b>What it is: </b>A hydrating conditioner that infuses hair with omega 7–rich sea buckthorn to restore moisture and promotes soft, silky, bouncy hair.<br><br><b>Hair Type:</b> Fine and Medium<br><br><b>Hair Texture:</b> Straight and Wavy<br><br><b>Hair Concerns: </b><br>- Dryness <br>- Shine<br><br><b>Key Benefits: <br></b>- Hydrates<br>- Reduces flyaways<br><br><b>Highlighted Ingredients:<br></b>- Shea Butter: Provides nourishment and softness. <br>- Sea Buckthorn: Rich in fatty-acid omega 7, making it the holy grail for all things hair.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> This hydrating conditioner is formulated with a mix of vitamins, antioxidants, and shea butter that leaves hair soft and shiny, but never weighed down or greasy. Our secret ingredient is sea buckthorn, one of the few plant sources of omega 7, making it the holy grail for all things hair.<b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Normcore Hydrating Conditioner
Nécessaire,Shampoo,"<p><strong>What it is: </strong>Treatment Shampoo with Rosemary Oil, Plant Proteins + Essential Ceramides to help strengthen hair. Signature scent of Rosemary. Dermatologist-Tested.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Anti-Aging</p><p>- Thinning</p><p>- Color Safe</p><p><br></p><p><strong>Key Benefits: <br></strong>- Helps strengthen hair</p><p>- Helps minimize breakage</p><p>- Helps restore the protective scalp barrier</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Pure Rosemary Oil: Helps minimize hair thinning.</p><p><br></p><p>- Five Ceramides (AG/AP/EOP/NG/NP): Help restore the protective scalp barrier.</p><p><br></p><p>- Five Proteins (Plant): Helps protect hair from breakage.</p><p><br></p><p><strong>What Else You Need to Know:</strong> A strengthening shampoo for scalp and hair. Pure Rosemary Oil and 5 Plant Proteins helps strengthen hair and minimize breakage. 5 Essential Ceramides (AG/AP/EOP/NG/NP) helps restore the protective scalp barrier. Dermatologist-Tested. Hypoallergenic. Non-Comedogenic. Color-Safe. Use with Rosemary Conditioner for best results. <span>                        </span></p><p><br></p><p><br></p><p><strong>Fragrance Description:</strong> Pure rosemary oil is paired with fine fragrance notes of mandarin, jasmine and cedarwood.</p><p><br></p><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p><br><br>This product is an <i>Allure </i>Best of Beauty award winner.",Rosemary Shampoo For Thinning Hair
dae,Conditioner,"<p><strong>What it is: </strong>A lightweight, nourishing, color-safe conditioner that hydrates, detangles, and prevents breakage, leaving hair soft and smelling like a dream.</p><p><br></p><p ><strong>Hair Texture:</strong> Straight, and Wavy</p><p><br></p><p><strong>Hair Type:</strong> Fine, and Medium</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Shine</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Adds lightweight hydration that detangles & softens</p><p>- Strengthens and prevents breakage</p><p>- Tames frizz and adds shine</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- False Daisy Extract: Strengthens hair and promotes a healthy scalp.</p><p>- Signature Desert Botanical Blend: Hydrates, tames frizz, adds shine, strengthens, and prevents breakage.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Blended with dae’s signature botanical blend and false daisy extract to nourish, strengthen and calm frizz, this formula leaves hair soft, shiny, and bouncy. It is infused with the brand’s signature citrus scent, sweet, warm, and citrusy—like an easy summer breeze.</p><p><br></p><p><strong>Fragrance Description: </strong>Infused with sweet notes of sparkling orange, orange blossom, and vanilla, dae’s signature citrus scent is a warm, floral fragrance reminiscent of summer ease. Sunlit mornings spent squeezing fresh juice by hand. Afternoons running barefoot through wild, open orchards. Quiet evenings dozing as citrus trees sway with the breeze.<strong><br></strong></p><p><strong>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>",Signature Conditioner
K18 Biomimetic Hairscience,Shampoo,"<b>What it is: </b>A color-safe, non-stripping clarifying shampoo with the K18PEPTIDE™ that removes 99% product buildup, 95% sebum, and 76% copper for detoxified, refreshed hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Damage/Split Ends/Breakage<br>- Scalp Buildup<br>- Color Safe<br><br><b>Key Benefits: <br></b>- Deeply cleanses hair and scalp without over-stripping or drying<br>- Targets buildup from product, excess sebum, and metals in water<br>- Color-safe, non-stripping, pH-optimized<br><br><b>Highlighted Ingredients:<br></b>- Activated Charcoal: Absorbs toxins, excess oils, and dirt in the hair and scalp.<br>- Salicylic Acid: Clears sebum buildup without stripping essential moisture and lipids.<br>- K18PEPTIDE™: Works as a protective shield to reduce protein loss that can weaken hair to keep it feeling soft, strong, healthy, and clean.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> This detoxifying shampoo effectively clarifies hair of product buildup, excess oil, and metals common in tap and hard water with a pH-optimized formula that is color-safe and won't leave hair over-stripped or easily tangled. The K18PEPTIDE™ helps to maintain hair health with no fillers or deposits left behind.<br><br><b>Fragrance Description: </b>Clean citrus scent<br><br><b>Clinical Results:</b> In a clinical study on a bleached hair tress after 1 wash with detox shampoo:<br>- 99% of product buildup was removed<br>- 95% of sebum was removed<br>- 76% of copper was removed<br><br><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",PEPTIDE PREP™ Clarifying Detox Shampoo
amika,Conditioner,"<b>What it is: </b>An antioxidant-rich conditioner that boosts brilliant shine, removes pollution buildup, and adds moisture while protecting color vibrancy.<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Type:</b> Fine and Medium<br><br><b>Hair Concerns:<br></b>- Frizz<br>- Shine<br>- Color Fading<br><br><b>Key Benefits: <br></b>- Boosts brilliant shine<br>- Protects against pollution buildup<br>- Preserves color vibrancy<br><br><b>Highlighted Ingredients:<br></b>- Red Wine and Raspberry Leaf Extract: Removes pollutants via active antioxidants.<br>- Grape Leaf Extract: Combats damage with its high antioxidant content.<br>- Sea Buckthorn: Is loaded with vitamins C and A, as well as fatty acid omega-7.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Boost brilliant shine by 45 percent* with this antioxidant-rich conditioner. Infused with grape leaf extract, raspberry extract, and sea buckthorn, it removes 57 percent* of pollution buildup that would otherwise dim hair’s ultra-shiny, smooth, healthy look. The formula provides lightweight moisture ideal for fine-to-medium hair types while protecting color vibrancy.<br><br>*Clinically demonstrated when shampoo and conditioner are used together.<br><br><b>Fragrance Description: </b>Notes of warm vanilla, spicy sweet clover, and fresh citrus create an intoxicating fragrance.<b><br><br>Clinical Results:</b> In a 2-week consumer test with 55 participants, when used with shampoo:<br>- 85% agreed hair felt softer and more moisturized<br>- 80% said hair looked and felt less dull<br>- 78% agreed hair looked shiny<b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Mirrorball High Shine + Protect Antioxidant Conditioner
amika,Shampoo,"<b>What it is: </strong>A hydrating shampoo infused with hyaluronic acid and squalane, gently cleansing and drenching hair with three times more hydration* and long-lasting moisture.</p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Concerns:</strong></p><br>- Dryness <br>- Damage/Split Ends/Breakage</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Results in hair that is 3x more hydrated*</p><p>- Boosts hydration for 72 hours*</p><p>- Cleanses hair in a luxurious lather</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Squalane: Prevents moisture loss while restoring hair’s suppleness.</p><p>- Hyaluronic Acid: Plumps hair by maintaining moisture.</p><p>- Bio-fermented Coconut Water: Adds natural hydration.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Drench your hair in three times more hydration* with Hydro Rush Intense Moisture Shampoo. Immersed in potent ingredients like squalane, hyaluronic acid, polyglutamic acid, coconut water, and blue algae, this shampoo gently cleanses while providing long-lasting, 72-hour hydration* and reduces damage by 50%.*</p><p><br></p><p><strong>Clinical Results: </strong>In a two-week survey of 52 participants who used the shampoo and conditioner together:</p><p>-94% said hair felt softer and more moisturized</p><p>-88% agreed Hydro Rush provided long-lasting hydration</p><p>-100% agreed Hydro Rush didn’t weigh hair down</p><p>*Clinically proven, shampoo and conditioner when used as a system.</p><b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Hydro Rush Intense Moisture Shampoo with Hyaluronic Acid
Oribe,Shampoo,"<b>What it is: </b>A shampoo for thinning hair that plumps and densifies strands for thicker, fuller, and healthier-looking hair.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Thinning <br>- Volumizing <br><br><b>Key Benefits: <br></b>- Adds volume, body, and density to thinning hair<br>- Increases fullness for thicker, healthier strands<br><br><b>Highlighted Ingredients:<br></b>- Capixyl™ (Biomimetic Peptide combined with Red Clover Extract) fortifies the scalp to promote fuller, thicker, and healthier-looking hair. <br>- Redensyl™: Increases fullness and reduces shedding while preserving hair integrity.<br>- Pea Sprout Extract: Rich in phytonutrients and replenishes brittle hair while increasing density for fuller, thicker strands.<br><br><b>Ingredient Callouts:</b> Free of phthalates and Sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free. <br><br><b>What Else You Need to Know:</b> Developed in collaboration with a board-certified trichologist, this shampoo is proven to plump and densify strands for thicker, fuller, and healthier-looking hair over the course of three months. This gentle cleanser stimulates the scalp, reduces shedding, and preserves hair integrity.  <br>",Serene Scalp Densifying Shampoo
Nécessaire,Conditioner,"<p><strong>What it is: </strong>Treatment Conditioner with Rosemary Oil, Plant Proteins + Essential Ceramides to help strengthen hair. Signature scent of Rosemary. Dermatologist-Tested.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Anti-Aging</p><p>- Thinning</p><p>- Color Safe</p><p><br></p><p><strong>Key Benefits: <br></strong>- Helps strengthen hair</p><p>- Helps minimize breakage</p><p>- Helps restore the protective scalp barrier</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Pure Rosemary Oil: Helps minimize hair thinning.</p><p>- Five Proteins (Plant): Helps protect hair from breakage.</p><p>- Five Ceramides (AG/AP/EOP/NG/NP): Helps restore the protective scalp barrier.</p><p><br></p><p><strong>What Else You Need to Know:</strong> A strengthening conditioner for scalp and hair. Pure Rosemary Oil and 5 Plant Proteins helps strengthen hair and minimize breakage. 5 Essential Ceramides (AG/AP/EOP/NG/NP) helps restore the protective scalp barrier. Dermatologist-Tested. Hypoallergenic. Non-Comedogenic. Color-Safe. Use with Rosemary Shampoo for best results. </p><p><br></p><p><strong>Fragrance Description:</strong> Pure Rosemary Oil is paired with fine fragrance notes of mandarin, jasmine and cedarwood.</p><p><br></p><p><br></p><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p><br><br>This product is an <i>Allure </i>Best of Beauty award winner.",Rosemary Conditioner For Thinning Hair
dae,Shampoo,"<b>What it is: </b>A nourishing, color-safe shampoo that gently cleanses with a rich lather to strengthen, add shine, and tame frizz, leaving hair smelling dreamy.<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Frizz<br>- Shine<br><br><b>Key Benefits: <br></b>- Gently cleanses and softens<br>- Strengthens and nourishes<br>- Tames frizz and adds shine<br><br><b>Highlighted Ingredients:<br></b>- False Daisy Extract: Strengthens hair and promotes a healthy scalp.<br>- Signature Desert Botanical Blend: Hydrates, tames frizz, adds shine, strengthens, and prevents breakage.<br><br><b>Ingredient Callouts:</b> This product is vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> Blended with dae’s signature desert botanical blend and false daisy extract to nourish, strengthen, and calm frizz, this formula creates a rich, luxurious lather that leaves hair soft, shiny, and bouncy. It is infused with the brand’s signature citrus scent, sweet, warm, and citrusy—like an easy summer breeze.<br><br><b>Fragrance Description: </b>Infused with sweet notes of sparkling orange, orange blossom, and vanilla, dae’s signature citrus scent is a warm, floral fragrance reminiscent of summer ease. Sunlit mornings spent squeezing fresh juice by hand. Afternoons running barefoot through wild, open orchards. Quiet evenings dozing as citrus trees sway with the breeze.<b><br></b><br><b>Clean at Sephora<br></b>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.<br>",Signature Shampoo
amika,Shampoo,"<b>What it is: </b>A lightweight, volumizing shampoo that doesn’t ​compromise on hydration for instant and all-day touchable volume.​<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Type:</b> Fine and Medium<br><br><b>Hair Concerns:<br></b>- Color-Safe<br>- Volumizing<br><br><b>Key Benefits: <br></b>- Instant, all-day volume*<br>- Weightless moisture<br>- Touchable softness<br><br><b>Highlighted Ingredients:<br></b>- Caffeine: Energizes limp hair and promotes sebum elimination.​<br>- Glycerin: Adds and retains moisture into strands.<br>- Sea Buckthorn: Rich in fatty acid omega-7, making it a holy grail for hair and scalp.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Ready for a big hit of volume? This weightless shampoo proves that you can have it all–giving life to limp strands with an instant* boost of volume that won’t leave your strands feeling stripped. Infused with energizing caffeine and glycerin, this iconic formula delivers 2.3 times more volume** without drying or weighing hair down. In fact, Big Hit helps to add and retain moisture into strands for soft, touchable volume that lasts all day.*<br><br><b>Fragrance Description:</b> A blend of warm vanilla, spicy sweet clover, and fresh citrus.<b><br></b><br><b>Clinical Results:</b> In a 7-day consumer study of 32 participants:<br>- 94% agree that their hair feels touchably soft*<br>- 91% agree that Big Hit Shampoo and Conditioner provided volume for 24 hours*<br>- 91% agree that Big Hit Shampoo and Conditioner add weightless moisture*<br><br><b>Planet Aware</b><br>Our selection of brands backed by meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.<br>*Based on a professional evaluation of 32 subjects.<br>**Clinically tested when using Big Hit Shampoo + Conditioner together as a system",Big Hit Volumizing Shampoo
Crown Affair,Shampoo,"<b>What it is: </b>A cream-like shampoo for dry and damaged strands that cleanses hair of oils, buildup, and pollutants while adding lightweight hydration and shine.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Damage, Split Ends, and Breakage<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Intensely cleanses without stripping<br>- Hydrates and nourishes without weighing down the hair<br>- Strengthens and adds shine<br><br><b>Highlighted Ingredients:<br></b>- Tsubaki Meadows™: Weightlessly hydrates and strengthens from the inside, preventing damage.<br>- Red Algae Extract: Supports hair strength and adds shine, bounce, and softness.<br>- Coconut-Based Surfactants: Clean without stripping—a clean alternative to harsh synthetic surfactants.<br><br><b>Ingredient Callouts:</b> It is vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> This is a cream-like shampoo for dry and damaged strands. Coconut-based surfactants thoroughly cleanse hair of oils, buildup, and pollutants while Tsubaki Meadows™ weightlessly hydrates and red algae extract adds shine.<br><br><b>Fragrance Description: </b>Fresh, uplifting, and spa-like with notes of sparkling yuzu, green tea, bergamot, and sandalwood.<b><br></b><br><b>Clinical Results:</b> In an independent consumer-perception study of 37 women using the Shampoo and Conditioner (sold separately) as a system over 3 weeks:<br>- 95% agreed hair felt thoroughly hydrated, but not weighed down<br>- 92% agreed hair looked less frizzy<br>- 90% agreed hair looked more vibrant and shiny and that the Hydrating Shampoo delivered a rich and foamy lather<br><br><b>Clean at Sephora","The Hydrating Shampoo for Dry, Damaged Hair"
