brand,category,description,name,price_tier
BREAD BEAUTY SUPPLY,Conditioner,"What it is: A silicone-free mask that cushions hair in cloud-like softness, with moisturizing superfruits like Australian Kakadu plum for shine and smoothness.Hair Type: Medium and ThickHair Texture: Wavy, Curly, and CoilyHair Concerns: - Dryness- Frizz- ShineKey Benefits: - Gives slip and softness to your strands- Detangles and fights dryness- Repaired, defined, and moisturized curlsHighlighted Ingredients:- Australian Kakadu Plum (Bush Plum): Visibly supports collagen and elastin levels in your scalp and hair, keeping it soft and supple.- Starflower Oil (Borage Oil): Strengthens the hair follicle so locks don‘t break and shed.Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: A velvety, lightweight but powerful conditioner and hair mask that cushions hair in cloud-like softness. While it‘s heavy on moisture—from superfruit extracts like kakadu plum and starflower oil—this light-to-the-touch cream will leave your curls hydrated and buttery smooth without weighing them down.CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",BREAD BEAUTY SUPPLY Hair Mask Creamy Deep Conditioner in 12 oz/ 354 mL Image 2,mid-range
Kérastase,Hair Masks,"What it is: A highly concentrated, strengthening hair mask that intensely restores slightly damaged hair from root to tip to prevent future breakage.Hair Type: Fine, Medium and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Damage/Split Ends/Breakage- Dryness- ShineKey Benefits: - Strengthens and Restores Slightly Damaged Hair- Intensely Hydrates with Essential Nutrition - Easily Detangles and Smooths for Added ShineHighlighted Ingredients:- Pro-Keratine Complex: A blend of amino acids and proteins that help rebuild the hair structure.- Ceramides: Aid in strengthening hair, enhancing shine and suppleness, and adding moisture. - Resurrection Plant Sap: Smooths and hydrates even the most damaged hair. What Else You Need to Know: Restore heat-damaged or over-styled hair with this highly concentrated hair mask infused with proteins and amino acids. This ultra-strengthening, creamy formula intensely hydrates with essential nutrients and helps repair slightly damaged hair strands to prevent future breakage. Professional stylists worldwide recommend this hair mask for intense restorative care that leaves hair smooth and revitalized with a shiny finish.",Kérastase Resistance Strengthening Hair Mask for Damaged Hair from Heat Styling in 6.8 oz/ 200 mL Image 2,premium
Function of Beauty PRO,Hair Masks,"What it is: A Hair Goal Concentrate specifically formulated for color treated hair, to help maintain color vibrancy between salon visits. Designed to be added to any Function of Beauty PRO product to customize and enhance your formula. Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Color Fading- Brassiness - Oily ScalpKey Benefits: - Keeps color vibrant- Suitable for salon colored hairHighlighted Ingredients:- Sarcosine Amino Acid: Balances oily scalp.Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: Add this Hair Goal Concentrate to your Function of Beauty PRO Shampoo or Conditioner Mask to fully customize your formula. Add up to three Hair Goal Concentrates per product to address a range of haircare concerns. Due to the concentration of natural ingredients the formulas may appear colored.Fragrance Description: Fragrance-Free",Function of Beauty PRO The Color Savior Vibrancy Hair Goal Concentrate Mix-In in 0.13 oz / 4 mL - The Color Vibrancy Concentrate Image 2,mid-range
Kérastase,Hair Masks,"What it is: A nourishing hair mask enriched with a precious oil blend to deeply hydrate, strengthen, soften, and enhance shine.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Dryness- Frizz- ShineKey Benefits: - Deeply nourishes for optimal hair health- Promotes long-lasting shine- Enhances strength and softnessHighlighted Ingredients:- Marula Oil: Adds softness, suppleness, and moisture.- Camellia Oil: Quickly absorbs for hydration and shine.- Argan Oil: Increases elasticity, hydration, softness, and shine.What Else You Need to Know: This deep conditioning hair mask, loved by professional hairstylists, nourishes for optimal hydration, strength, and smoothness. Infused with a precious oil blend of argan, marula, and camellia oils, hair is left soft and supple with increased shine.",Kérastase Elixir Ultime Hydrating Hair Mask in 6.8 oz/ 200 mL Image 2,premium
Davines,Hair Masks,"What it is: A taming, nourishing hair mask to bring softness and hydration for wavy to curly hair. Hair Texture: Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Curl-Enhancing- Dryness- FrizzKey Benefits: - Hydrates, nourishes, volumizes curls- For controlled, soft, workable curls- Rich in proteins, B-group vitamins, vitamin E, unsaturated fatty acids, magnesium, iron, potassium, copper, and phosphorusHighlighted Ingredients:- Noto Almond Extract: Rich in proteins, B-vitamins, and vitamin E for volume and elasticity.Ingredient Callouts: Free of parabens and sulfates SLS & SLEs. It is also vegan. What Else You Need to Know: This mask contains Noto almond extract, which supplies hair with vital proteins, vitamins B and E, and nourishing minerals. Slow Food Presidia support small producers so they can continue to grow traditional and artisanal products and plants that are at risk of disappearing.",Davines LOVE Curl Hair Mask for Curly Hair in 8.79 oz / 250 ml Image 2,mid-range
Pureology,,"What it is: A softening treatment mask with shea butter and almond oil that nourishes and softens dry, color-treated hair. Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and Wavy Hair Concerns:- Dryness- Shine- Color SafeKey Benefits: - Gives hair touchable softness- Nourishes hair - Provides extraordinary color protectionFormulation: MaskHighlighted Ingredients:- Shea Butter: Softens hair. - Almond Oil: Nourishes hair. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This treatment includes a signature aromatherapy blend of cardamom, cedarwood, and sandalwood and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine",Pureology Hydrate Soft Softening Treatment Hair Mask in 7 fl oz/ 200 mL Image 2,mid-range
Verb,Hair Masks,"What it is: A curl mask that nourishes, detangles, and defines waves, curls, and coils.Hair Type: Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Curl-Enhancing- Damage, Split Ends, and Breakage- FrizzKey Benefits: - Nourishes and defines curls- Promotes curl retention- Provides lightweight moistureHighlighted Ingredients:- SunflowerCurl™ Complex: Nourishes, detangles, and defines curly hair. - Castor Oil: Adds rich moisture to hair. - Jojoba Oil: Moisturizes and protects against dryness and breakage. Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, sulfates SLS & SLES, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.What Else You Need to Know: Verb® Curl Defining Mask nourishes, detangles, and defines waves, curls, and coils. Powered by the brand’s proprietary SunflowerCurl™ Complex, jojoba oil, and castor oil, this mask promotes curl retention and provides lightweight moisture for bouncy curls.Fragrance Description: A gentle citrus scent with notes of oatmeal and pink grapefruit.Clinical Results: In a test in a third-party lab, results when using the full Verb® Curl Collection included:- Reduces frizz by 84% after just 1 use- Increases curl retention by 20% after just 1 use","Verb Curl Defining Mask for Waves, Curls, and Coils in 6.5 oz Image 2",affordable
Kérastase,Hair Masks,"What it is: A gel mask that adds lightweight hydration to hair with dry ends and oily roots while rebalancing moisture levels, leaving hair soft, smooth, and shiny.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, and CurlyHair Concerns:- Oily Scalp- Dryness- ShineKey Benefits: - Rebalances hydration levels in hair with dry ends and oily roots- Innovative gel formula that provides lightweight hydration- Leaves hair soft, smooth, and shinyHighlighted Ingredients:- Amino Acid: Balances and removes excess oil from scalp.- Ceramides: Improves hair fibers’ ability to resist breakage and lock in moisture. What Else You Need to Know: This innovative gel treatment hair mask works to rebalance hydration levels in hair with oily roots and dry ends. Its stylist-loved formula is infused with amino acids and ceramides to deeply moisturize and easily detangle to restore hair quality. The perfect addition to your weekly wash-day routine for smoother, softer, lightly conditioned hair with enhanced shine.Fragrance Description: An airy, fresh composition, the heavenly scent is tinged with earl grey tea and softened by rose essence and cedarwood.Clinical Results: In a controlled study using a system of Divalent Collection Shampoo vs. unwashed hair:- +61% volume was shownIn a controlled study using a system of Divalent Collection Shampoo vs. non-conditioning shampoo:- +20% detangling was shownIn a controlled study using a system of Divalent Collection Detox Clay and Shampoo vs. unwashed hair:- +92% volume was shown",,premium
Kérastase,Hair Masks,"What it is: A hair mask, for all frizz-prone and voluminous hair types, that reduces frizz, restores hair movement, and seals split ends.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Frizz- Dryness- ShineKey Benefits: - Provides maximum frizz control and restores hair movement- Leaves hair extremely soft and supple with protection against blow dry heat and humidity- Seals ends to help prevent future blow dry damageHighlighted Ingredients:- Morpho-Kératine™ Complex: Restores hair fibers to protect against frizz and improve manageability.- Softening Agents: Enhances texture for hair that is extremely soft to the touch.- Lipid Agents: Smooths while enhancing shine, manageability, and strength for healthy-feeling hair.What Else You Need to Know: This frizz-reducing mask smooths all voluminous and frizz-prone hair types to restore movement and flexibility. It is carefully crafted to protect against humidity and blow dry heat and the weightless formula manages flyaways and seals split ends to prevent future blow dry damage. The ultimate addition to any weekly hair care routine recommended by pro hair stylists for smoother hair that is extremely soft to the touch.Fragrance Description: The fragrance of this mask is a story of pure passion with top notes of green petitgrain and violet petals, middle notes of lily, white rose, and sandalwood, and base notes of iris and vanilla.",Kérastase Discipline Smoothing Hair Mask for Frizzy Hair in 6.8 oz/ 200 mL Image 2,premium
Bumble and bumble,Hair Masks,"What it is: A lightweight hair thickening mask delivers all-day volume instantly thickens and plumps each strand from roots to ends for a thicker look.Hair Type: Fine and MediumHair Texture: Straight and WavyHair Concerns:- Volumizing - Dryness - Straightening/SmoothingKey Benefits: -Gives hair all-day volume -Strengthens hair-Creates fuller stylesHighlighted Ingredients:- Strand-Plumping Technology: Immediately thickens and plumps each strand.- Hydrolyzed Rice Protein: Helps add volume and bounce.- Kukui Seed Oil and Coconut Oil: Help condition and smooth.Ingredient Callouts: Free of parabens, formaldehydes, phthalates, and mineral oil. It is also cruelty-free.What Else You Need to Know: Hair is instantly detangled and strengthened to protect against breakage. This hair mask improves manageability and nourishes your scalp, too. Ideal for Fine to Medium hair types seeking a lightweight hair mask for volume and hydration.",Bumble and bumble Thickening Plumping Hair Mask in 6.7 oz / 200 mL Image 2,mid-range
Davines,Hair Masks,"What it is: A fast-acting rinse-off liquid that visibly transforms hair after one use, revealing shiny, soft, silky strands with a glass-like finish.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- ShineKey Benefits: - Adds instant shine and luster- Is a super-fast treatment with no processing time- Contains 95 percent biodegradable ingredientsHighlighted Ingredients:- Roucou Oil: Strengthens and protects hair with beta-carotene and antioxidants.Ingredient Callouts: This product is vegan.What Else You Need to Know: This liquid treatment is specially formulated to smooth the hair cuticle for a healthy, shiny, silky finish. It’s ideal for whenever you need a boost of radiance, in no time.Clinical Results: In an instrumental test:- Hair was 6X shinier- Hair was 3.5X silkierIn a self-evaluation of 63 volunteers worldwide:- Hair was extremely soft",Davines OI Liquid Luster Hair Treatment for Softness and Shine in 10.14 oz/ 300 ml Image 2,mid-range
SHAZ & KIKS,Hair Masks,"What it is: An essential scalp and hair prewash mask formulated with 35+ high-quality nutrients that help stimulate hair growth, balance scalp's pH and thicken fine hair - building your foundational hair healthHair Texture: Straight and WavyHair Type: Fine and MediumHair Concerns:- Oily Scalp- Thinning- Damage, Split Ends, and BreakageKey Benefits: - Stimulates hair growth with essential vitamins, minerals, and antioxidants- Balances scalp pH and oil production- Thickens and strengthens fine, thin hairHighlighted Ingredients:- Shikakai: Nourishes hair follicles with multi-vitamins and anti-oxidants.- Neem: Soothes scalp skin with antibacterial and anti-inflammatory properties.- Ayurvedic Oil Blend: Moisturizes and strengthens fine hair with amino acids, fatty acids and minerals.Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: This highly-concentrated mask is an essential step 1 in your haircare ritual to build your long-term foundational hair health by delivering 35+ vitamins, minerals, anti-oxidants, fatty acids, anti-inflammatory and anti-bacterial ingredients to your entire hair ecosystem. Created with many high-performing herbs, oils, and flowers, this prewash mask is rooted in an ancient Ayurvedic formula to encourage healthy hair growth.All SHAZ & KIKS products are 100% vegan, pH balanced, and cruelty-free, 90% plant based formulas made with sustainably and ethically sourced ingredients from Indian suppliers and farmers, and free of sulfates, parabens, or phthalates.Fragrance Description: This prewash mask has a natural fragrance with notes of wild mint.Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.","SHAZ & KIKS Mini Scalp & Hair Prewash Mask for Fine, Thin or Medium Hair in 3.04 oz / 90 ml Image 2",mid-range
Oribe,Hair Masks,"What it is: A luxe, cuticle-enriching, anti-frizz mask and conditioner that preserves the life of your hair color. Hair Type: Fine, Medium, and ThickHair Texture:Coily, Curly, Straight, and Wavy Hair Concerns:- Dryness - Shine - Color Fading Key Benefits: - Enhances color vibrancy- Protects against sun and pollution- Softens and strengthens color-treated hairHighlighted Ingredients:- Bioflavonoids: Protect hair color from fading and discoloration.- Phytoceramides: Protect hair color and smooth the hair shaft to boost shine.- Oribe Signature Complex: Defends hair from environmental elements, oxidative stress, photoaging, and the deterioration of natural keratin.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free. What Else You Need to Know: Add life and shine to your hair with this intensive mask that features the latest color-maintenance technology to protect against the fading effects of the sun. Harnessing enhanced UV filters and next-generation biopolymers, the supercharged formula strengthens dry, damaged hair and tames frizz.All Oribe products are dermatologist tested and formulated with safe, high-quality, innovative ingredients. They are also PETA approved, UV protective, and color- and keratin-treatment safe.Fragrance Description: Created in collaboration with one of the oldest French Fragrance houses, Oribe’s signature scent, Côte d’Azur, features sun-drenched notes of Calabrian bergamot, white butterfly jasmine, and sandalwood—embodying the glamour and heat of the legendary destination.",Oribe Hair Mask for Beautiful Color in 5.9 oz/ 175 mL Image 2,premium
shu uemura,Hair Masks,"What it is: A rich anti-brass hair mask with exclusive cool pigment technology and Japanese-sourced white peony to neutralize and moisturize highlighted or lightened blonde and gray hair.Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and WavyHair Concerns:- Dryness- Straightening and Smoothing- Color FadingKey Benefits: - Neutralizes unwanted brassiness and yellow tones for a cool blonde look- Intensely moisturizes to prevent breakage and split ends- Smooths, adding a natural glow and subtle shineHighlighted Ingredients:- Japanese Cool Pigment Technology: Exclusive violet dyes crafted with leading Japanese ink manufacturers with cool pigment technology to boost neutralization performance.- Japanese-Sourced White Peony: Rich in vitamin D and antioxidants to intensely moisturize, hydrate, and soothe hair.Ingredient Callouts: Free of parabens.What Else You Need to Know: A luxurious, professional-grade hair mask to intensely nourish hair while neutralizing brassiness and unwanted tones and adding moisture to prevent breakage and split ends. Crafted with Japanese-sourced white peony and exclusive shu uemura Japanese cool pigment technology to boost neutralization performance for highlighted, lightened blonde, and silver hair.Fragrance Description: This mask has a woody yet floral scent with top notes of cardamom, ginger, and mate; heart notes of white peony, jasmine, and freesia; and base notes of hearty white musk.",shu uemura Yūbi Blonde Anti-Brass Purple Mask for Blonde Hair in 6 oz/ 200 mL Image 2,mid-range
Living Proof,Hair Masks,"What it is: A replenishing deep conditioning mask that repairs dry, damaged hair for long-lasting softness, shine, and smoothness in just five minutes.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Damage/Split Ends/Breakage- Shine- DrynessKey Benefits: - Reduces breakage by up to 70%*- Replenishes hair’s natural protective layer- Restores hair’s moisture levelsHighlighted Ingredients:- Biomimetic Emollient Blend: Smooths and aligns hair fibers to add softness and shine.- Functionally Active Meadowfoam Seed Oil: Conditions and prevents future damage.- Cupuaçu Butter: Revitalizes damaged hair for softer, shinier results.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This rich, reparative formula works to revitalize dry, damaged hair in just five short minutes. Not only does the hair mask nurture and replenish strands, but it also helps to smooth the cuticle for softer, shinier, and healthier-looking hair.CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",Living Proof Restore Repair Hair Mask in 6.7 oz / 200 mL Image 2,mid-range
Bumble and bumble,Hair Masks,"What it is: A hydrating weekly hair mask that reduces frizz and nourishes hair. Leaves your hair hydrated for up to 72 hours – for shiny, smooth, soft strands.Hair Type: Fine, Medium, and ThickHair Texture: Straight, Wavy, Curly, and CoilyHair Concerns:- Dryness- Straightening/Smoothing- FrizzKey Benefits: - Hydrating- Reduces frizz- Heat protectionFormulation: CreamHighlighted Ingredients:- Featherlight 6-Oil Blend: Provides conditioning, moisture, nourishment, softening, and smoothing.- Moringa Oil and Pomegranate Seed Extract: Provide moisture.Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, phthalates, and mineral oil. This product is also vegan, cruelty-free, and gluten-free.What Else You Need to Know: Infused with a signature blend of six featherlight plant oils and boosted with moringa oil and pomegranate seed extract, this moisture-rich mask tames frizz, detangles, and protects against breakage.Fragrance Description: Take in this luxe yet light scent of fruit and tropical florals, anchored with rich musk and woodsy notes. Clinical Results: Provides 72 hours of hair hydration",Bumble and bumble Hairdresser's Invisible Oil Hydrating Hair Mask in 6.7 oz/ 200 mL Image 2,mid-range
Moroccanoil,Hair Masks,"What it is: A dual-benefit mask that deposits temporary color while thoroughly nurturing hair for a healthier look and feel.Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and WavyHair Concerns:- Dryness- Color Fading- Shine Key Benefits: - Hydrates- Fights frizz- Adds shineHighlighted Ingredients:- ArganID™: Provides antioxidant benefits and helps support the natural hair repair processes. - Amino Acid Blend: Hydrates and nurtures, providing detangling and shine benefits. - Apricot Kernel Oil: Hydrates the hair and scalp. Ingredient Callouts: Free of parabens and sulfates SLS & SLES. It also comes in recyclable packaging.What Else You Need to Know: This conditioning mask can be used to play with fashion colors, enhance your existing shade, or extend color between salon visits. For medium blonde to medium brown hair only.",Moroccanoil Mini Color Depositing Mask Copper in Copper Image 2,mid-range
SHAZ & KIKS,Hair Masks,"What it is: An essential scalp and hair prewash mask formulated with 35+ high-quality nutrients that helps stimulate hair growth, soothe dry scalp and moisturize curls - building your foundational hair healthHair Texture: Wavy, Curly, and CoilyHair Type: ThickHair Concerns:- Dryness- Flaky and Dry Scalp- Damage, Split Ends, and BreakageKey Benefits: - Stimulates hair growth with essential vitamins, minerals, and anti-oxidants- Moisturizes and soothes dry, flaky, itchy scalp- Softens and moisturizes natural waves, curls, or coilsHighlighted Ingredients:- Ayurvedic Oil Blend: Helps reduce frizz and dryness with vitamins and fatty acids- Turmeric Root Oil: Soothes scalp with anti-inflammatory and antibacterial properties- Kokum Butter: Melts into strands and deeply moisturizes from the insideIngredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This highly-concentrated mask is an essential step 1 in your haircare ritual to build your long-term foundational hair health by delivering 35+ vitamins, minerals, anti-oxidants, fatty acids, anti-inflammatory and anti-bacterial ingredients to your entire hair ecosystem. Created with many high-performing herbs, oils, and flowers, this prewash mask is rooted in an ancient Ayurvedic formula to encourage healthy hair growth.All SHAZ & KIKS products are 100% vegan, pH balanced, and cruelty-free, 90% plant based formulas made with sustainably and ethically sourced ingredients from Indian suppliers and farmers, and free of sulfates, parabens, or phthalates.Fragrance Description: This mask has a natural fragrance with notes of bergamot and Indian holy basil.Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.","SHAZ & KIKS Scalp & Hair Prewash Mask for Thick, Curly or Coily Hair in 3.04 oz / 90 ml Image 2",mid-range
IGK,Hair Masks,"What it is: A bond-building dry hair mask that quickly cares for and softens hair with no need to rinse or restyle.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Color Safe- Damage, Split Ends, and Breakage- DrynessKey Benefits: - Softens and smooths- Strengthens and cares for hair- No mess, residue, or need to wash outHighlighted Ingredients:- Bond-Building Technology: Cares for and strengthens hair right away and over time.- Vegan Silk Proteins: Soften and smooth.Ingredient Callouts: Free of parabens, phthalates, mineral oil, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.What Else You Need to Know: This innovative time-release formula strengthens and nourishes hair right away and over time to prevent damage and frizz. The lightweight formula hydrates and adds shine without leaving any residue. Use any time throughout the day or before bed as an overnight mask.",IGK Mini Antisocial Leave-In Dry Hair Mask in 1.7 oz / 50 ml Image 2,mid-range
Mizani,Hair Masks,"What it is: A deep-conditioning, hair mask treatment for curls and coils that reduces dryness, enhances softness, improves manageability, and restores moisture.Hair Type:Medium, and ThickHair Texture: Coily, Curly, Wavy, and StraightHair Concerns:- Curl-Enhancing- Dryness- FrizzKey Benefits: - Fights frizz- Enhances softness and shine- Moisturizes curlsHighlighted Ingredients:- Moroccan Lava Clay: Reduces dryness and frizz and aids in detangling.- Marula Oil: Provides frizz control.- Olive Oil: Moisturizes and adds shine and softness.Ingredient Callouts: Free of parabens and sulfates SLS & SLES.What Else You Need to Know: This deep-conditioning, hair mask treatment has intense moisture benefits and is formulated with 96 percent biodegradable ingredients. It reduces dryness, enhances softness, improves manageability, and restores moisture.",Mizani True Textures Moroccan Clay Steam Hair Mask in 16.9 oz / 500 mL Image 2,mid-range
Virtue,Hair Masks,"What it is: A color-maintaining, brass-busting mask that offers fade prevention and UV protection, hydrates, repairs damage, and adds luminosity to all shades.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Dryness- Brassiness- Color-FadingKey Benefits: - All-natural colorants, no dyes- Prevents fading from UV and environmental aggressors- Hydrates and tones all hair shadesHighlighted Ingredients:- Alpha Keratin 60ku®: Virtue's proprietary protein that strengthens and repairs hair from the inside out.- Specialty Rice Protein, Sunflower Sprout Extract, and Tara Tree Fruit Extract: Protect from the damaging, color fading, and distorting effects of UV rays.- Shea Butter, Moringa Seed Oil, Jojoba, and Sunflower Seed Wax: Restores hydration, adds vibrant shine, and maximizes tonality.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free.What Else You Need to Know: Prevents fading, hydrates, and maintains color vibrancy with 100 percent natural colorants effective for all hair shades. Virtue’s Alpha Keratin 60ku® is clinically shown to strengthen and repair hair weakened from chemical treatments and smooth the cuticle for more reflective, healthier hair.Fragrance Description: A warm blend of bright and calming ingredients including yuzu zest, chamomile, and creamy sandalwood.",Virtue COLORKICK® Color-Illuminating & Hydrating Mask for All Hair Shades in 5 oz / 150 ml Image 2,mid-range
Function of Beauty PRO,,"What it is: A customizable repair haircare set consisting of a shampoo, a conditioner mask, and two Hair Goal Concentrates (moisture boosting and shine enhancing) specifically selected to enhance the results for damaged, straight hair. This set repairs all signs of damage while boosting moisture, enhancing shine and fostering stronger, more resilient hair with each use.Hair Texture: StraightHair Type: Fine, Medium, and ThickHair Concerns:- Color Safe- Damage, Split Ends, and Breakage- ShineKey Benefits: - Targets all signs of damage- Boosts moisture and shine- Lightweight moisture for stronger hairHighlighted Ingredients:- Adaptive f3 Bonding Complex (TM/MC): Targets signs of hair damage, reduces breakage.- Glutamic Acid from Hydrolyzed Quinoa and Mokate Oil: Makes hair shiny and manageable.- Red and Brown Algae Extract and Hops Extract: Boosts moisture and provide shine.Ingredient Callouts: Free of parabens, phthalates, and mineral oil. It is also gluten-free and cruelty-free.What Else You Need to Know: This exclusive reparative set includes products enriched with smoothing glutamic acid and lustrous mokate oil. These products are designed to promote hair alignment and enhance shine, ensuring clinically backed results that speak volumes.Fragrance Description: A bouquet of fresh spring flowers, with notes of pink peony, wild freesia, and creamy sandalwood.This Set Contains:- 11 oz/ 325 mL Bond Repair Custom Shampoo for Straight, Damaged Hair- 7 oz/ 207 mL Bond Repair Custom Conditioner Mask for Straight, Damaged Hair- 0.13 oz/ 4 mL The Moisture Shot Hydrating Hair Goal Concentrate Mix-In- 0.13 oz/ 4 mL The Shine Queen Hair Gloss Goal Concentrate Mix-In",Function of Beauty PRO Straight Shampoo & Mask Value Set with Moisture and Shine Boosters Image 2,mid-range
Bumble and bumble,Hair Masks,"What it is: An overnight hair mask that helps reverse the look of damaged hair for bouncy, soft, and de-stressed strands by the morning—it's beauty sleep for your hair.Hair Type: Fine, Medium, and ThickHair Concerns:- Damage, Split Ends, and Breakage- ShineKey Benefits: - Fortifies and reduces breakage- Nourishes and repairs damage- Gives a healthy look and feelHighlighted Ingredients:- Camellia Oil: Recognized for its restorative and rejuvenating properties.Ingredient Callouts: Free of parabens, formaldehydes, phthalates, and mineral oil. It is also vegan and cruelty-free.What Else You Need to Know: Infused with camellia oil, this overnight mask helps repair wear and tear—and fortify against future damage.Fragrance Description: As the fragrance opens, a radiant warm burst of sun-ripened citrus and black currant, then the transition to soft jasmine and a restorative aroma of soft amber.",Bumble and bumble While You Sleep Overnight Damage Hair Repair Mask in 6.4 oz/ 190 mL Image 2,mid-range
Stripes,Hair Masks,"What it is: A moisturizing, conditioning mask that won't weigh hair down and improves thickness and shine with ectoine, squalane, and an amino-acid blend.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Dryness- Thinning- VolumizingKey Benefits: - Addresses hair thinning and loss- Addresses dull hair- Addresses dry hairHighlighted Ingredients:- Amino Acid Blend: Helps condition and moisturize.- Trio of Plant Extracts: Improves hair density and conditions hair follicles.- Ectoine, Squalane, Hemi-Squalane: Helps deliver moisture where it's needed the most and nourish the scalp.Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This hydrating hair mask addresses dry, thinning hair that occurs during menopause stages and is formulated with charged lemon protein and meadow foam oil to condition and restore strength and shine. It was tested on women in all different phases of peri/menopause and is suitable for all hair types.Fragrance Description: A modern blend of iris, blooming beach rose, and creamy sandalwood, wrapped in a blanket of suede and soft musk.Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.",Stripes Crown Pleaser Thickening and Hydrating Hair Mask for Thinning Hair in 6 oz / 180 mL Image 2,mid-range
Davines,Hair Masks,"What it is: An invisible leave-in mask that strengthens and nourishes hair, without slowing you down.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Medium and ThickHair Concerns:- Damage, Split Ends, and Breakage- Dryness- ShineKey Benefits: - Protects and nourishes fragile hair- Is anti-breakage and volumizing- Enhances elasticity in hair stressed by an active lifestyleHighlighted Ingredients:- Chia Seed Extract: Is rich in amino acids and antioxidants.Ingredient Callouts: This product is vegan.What Else You Need to Know: This leave-in mask is designed to be worn on the go, for a dose of nourishment no matter how busy your day is. It boosts hair's body and combability while protecting it from damage due to elastic use and hair clips. It also enhances the elasticity and volume of your hair.",Davines The Restless Circle Hair Mask for Fragile Hair in 1.69 oz/ 50 ml Image 2,mid-range
