brand,category,description,name
amika,Hair Masks,"<p><strong>What it is: </strong>A flash-acting treatment mask that gives brilliant shine, softens, and hydrates hair in just 60 seconds.</p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Concerns:</strong></p><br>- Shine <br>- Color Safe <br>- Dryness<br></p><p><strong>Key Benefits: </strong></p><p>- Hydrates, Saves Time, and Adds Shine</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Hydrolyzed Flax Seed: Moisturizes and softens hair while providing healthy-looking shine.</p><p>- Red Wine Extract: Provides antioxidants that help to nurture, hydrate, and fight frizz.</p><p>- Amino Acid Complex: Smooths, supports hair elasticity, and keeps color vibrant.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know: </strong>This mask is inspired by the Korean ""Splash Mask"" beauty ritual of splashing nutrient-enriched water onto skin to brighten and moisturize. The Flash Instant Shine Mask is a rinse-out treatment mask that delivers brilliant shine and moisture in just 60 seconds. It is formulated with amino acids and UV filters to smooth the hair cuticle, boost hair’s elasticity, and keep color vibrant.<b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",amika Flash Instant Shine Hair Gloss Mask in 6.7 oz / 200 mL Image 2
OUAI,Hair Masks,"<b>What it is: </b>A mask that restores hydration, repairs damage, and adds shine to thick hair with almond, macadamia, and olive oils, shea and illipe butters, and hydrolyzed keratin.<br><br><b>Hair Type:</b> Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy <br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br>- Damage, Split Ends, and Breakage<br><br><b>Key Benefits: <br></b>- Provides hydration for dry, damaged hair <br>- Strengthens with proteins to prevent breakage<br>- Leaves hair healthy with a shiny finish<br><br><b>Highlighted Ingredients:<br></b>- Illipe and Shea Butters: Hydrate and condition dry, over-processed hair. <br>- Almond, Olive, and Macadamia Oil Blend: Softens and smooths hair while adding shine.<br>- Hydrolyzed Keratin and Protein: Prevent breakage while reducing frizz and flyaways.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This moisturizing mask is safe for color-treated hair, keratin treatments, and chemically treated hair. <br><br><b>Fragrance Description: </b>This mask is scented with Melrose Place, a rose fragrance with hints of bergamot, lychee, cedarwood, and musk.",OUAI Treatment Mask for Thick Hair in 8 oz/ 236 mL Image 2
amika,Hair Masks,"<b>What it is: </b>A hyaluronic acid-infused overnight hair treatment mask that boosts moisture for 72 hours and results in hair that is 3x more hydrated by morning.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns: </b><br>- Dryness <br>- Damage/Split Ends/Breakage <br>- Frizz<br><br><b>Key Benefits: <br></b>- Results in hair that is three times more hydrated by morning*<br>- Boosts moisture for 72 hours and benefits last for four washes*<br>- Reduces breakage by 26 percent<br><br><b>Highlighted Ingredients:<br></b>- Hyaluronic Acid: Plumps up hair strands by maintaining moisture.<br>- Bio-fermented Coconut Water: Adds natural hydration.<br>- Polyglutamic Acid: Promotes moisture retention.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Infused with hyaluronic acid and coconut water, this ultra-hydrating, silicone-free treatment reduces breakage by 26 percent*, boosts moisture for 72 hours*, and lasts for four washes*.  Apply to mid-lenghts to ends right before bedtime. It‘s lightweight enough to use every night if needed, plus there‘s no need to rinse in the morning and it won‘t stain your pillow.<br><br><b>Clinical Results:</b> <br>In a clinical study with 8 people, when used as directed:<br>- Hair is 3x more hydrated and manageable by morning*<br>- Boosts moisture for 72 hours*<br>- Benefits last up to 4 washes*<br><br>In a clinical study with 10 people, when used as directed: <br>- Reduces breakage by 26%**<br><br>*Clinically proven with an eight tress/group study, when used as directed.<br>**Clinically proven with a 10 tress/group study, when used as directed.<b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",amika Dream Routine Overnight Hydrating Hair Mask in 3.3 oz / 100 mL Image 2
Kérastase,Hair Masks,"<p><strong>What it is: </strong>A hydrating mask formulated with plant-based proteins and niacinamide to nourish, easily detangle, and strengthen very dry hair.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Dryness</p><p>- Shine</p><p>- Straightening and Smoothing</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Deeply conditions and nourishes</p><p>- Intensely smooths, softens, and detangles</p><p>- Leaves hair noticeably softer with enhanced shine</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Plant-Based Proteins: Provide essential nutrients and retain moisture.</p><p>- Niacinamide: Locks in hydration for long-lasting strength.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Transform very dry, medium-to-thick hair with this super-concentrated, intensely nourishing, hydrating mask. Recommended by pro stylists for weekly hydration, this mask is the perfect addition to any hair-care routine for softer strands with enhanced shine and a radiant finish.</p><p><br></p><p><strong>Fragrance Description: </strong>The fresh and floral composition features top notes of bergamot, geranium, and bigaradier for a clean scent; middle notes of peony, ylang-ylang, jasmine, and orris for a floral aroma; and bottom notes of tonka, amber, cedarwood, amyris, and musk.</p><p><br></p><p><strong>Clinical Results:</strong> In a controlled study using Nutritive Ultra-Hydrating Mask for very dry hair, results showed: </p><p>- Hair was +116% shinier vs. unwashed hair </p><p>- Hair was +89% more conditioned <span style=""font-family: Montserrat, Helvetica, Arial, sans-serif; color: var(--attrpanel-color-text, #1a2028); font-size: var(--font-size-sm, 12px); background-color: var(--palette-white, #ffffff);"">vs. a non-conditioning shampoo</span></p><p><span style=""font-family: Montserrat, Helvetica, Arial, sans-serif; color: var(--attrpanel-color-text, #1a2028); font-size: var(--font-size-sm, 12px); background-color: var(--palette-white, #ffffff);"">- Hair was </span>+96% stronger vs. a non-conditioning shampoo</p>",Kérastase Nutritive Ultra-Hydrating Mask for Very Dry Hair in 6.8 oz / 200 ml Image 2
Kérastase,Hair Styling Products,"<b>What it is: </b>A strengthening hair mask infused with amino acids to restore damaged lengths, seal split ends, and prevent future breakage for visibly longer and stronger hair.<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Damage/Split Ends/Breakage<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Intensely Moisturizes to Strengthen Damaged Lengths<br>- Seals Split Ends to Protect Against Breakage<br>- Smooths, Softens, and Easily Detangles Hair<br><br><b>Highlighted Ingredients:<br></b>- Creatine-R: An exclusive complex composed of amino acids to reinforce the internal structure of the hair fiber. <br>- Maleic Acid: Intensely penetrates strands to coat and seal hair from roots to ends. <br>- Ceramides: Aid in strengthening hair, enhancing shine and suppleness, and adding moisture.<br><br><b>What Else You Need to Know:</b> Hair lengths, also known as the mid-section between the root and tip of each hair strand, are key contributors to healthy hair. Strong lengths help to prevent breakage and splitting ends for visibly longer hair. This replenishing hair mask restores and strengthens slow-growing, damaged lengths and ends. Blended with amino acids, its formula is loved by professional stylists as the perfect remedy for revitalizing care that easily detangles and seals split ends with added shine.",Kérastase Resistance Strengthening Mask for Lengths & Split Ends in 6.8 oz/ 200 mL Image 2
Moroccanoil,Hair Masks,"<b>What it is: </b>A high-performance, argan-oil-rich mask formulated for medium to thick, dry hair that works to improve hydration, texture, elasticity, shine, and manageability.<br><br><b>Hair Type: </b>Medium and Thick<br><br><b>Hair Texture: </b>Coily, Curly, Straight, and Wavy<br><br><b>Hair Concerns:</b><br>- Dryness<br>- Shine<br><br><b>Key Benefits: </b>Hydrates, Fights Frizz, and Promotes Shine<br><br><b>Formulation: </b>Mask<br><br><b>Highlighted Ingredients:</b><br>- Argan Oil: Restores elasticity, smoothness, and manageability to hair.<br>- Glycerin: Provides hair-moisturizing benefits.<br>- Linseed Extract: Helps improve the health of hair.<br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product also comes in recyclable packaging.<br><br><b>What Else You Need to Know: </b>Moroccanoil Intense Hydrating Mask helps hydrate and condition medium to thick, dry hair. Featuring argan oil, linseed extract, and moisture-attracting glycerin, the rich and creamy formula nurtures and helps replenish moisture. No heat is required.",
Act+Acre,Hair Masks,"<p><strong>What it is: </strong>A repairing hair mask enriched with 2% Glycerin + Shea Butter that restores hydration to dry, damaged hair while preventing split ends + breakage.</p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><strong>Hair Concerns:</strong></p><p>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Shine</p><p><strong>Key Benefits: </strong></p><p>- Nourishes your ends</p><p>- Improve visible signs of damage + dehydration</p><p>- Restores hair health + vitality</p><p><strong>Highlighted Ingredients:</strong></p><p>- Castor Oil: Hydrates the hair for a healthy and shiny finish.</p><p>- Glycerin: Softens, moisturizes, and protects strands.</p><p>- Shea Butter: Hydrates and locks in moisture to reduce the look and feel of damage.</p><p><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><strong>What Else You Need to Know:</strong> This Conditioning Hair Mask is formulated with Castor Oil, Glycerin, and Shea Butter that work together to hydrate the hair + lock in moisture, leaving it soft, moisturized and protected. Use as a weekly deep conditioning treatment or as a temporary conditioner substitute for damaged + brittle hair.</p><p><strong>Fragrance Description: </strong>This botanical fragrance blend features rich notes of cardamom, iris, violet, and sandalwood. Musky, leathery undertones provide a lasting silage and addictive comfort.</p><p><br></p><p>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.</p>",Act+Acre Restorative Deep Conditioning Hair Mask for Dry + Damaged Hair in 4.5 oz / 133 ml Image 2
shu uemura,,"<b>What it is: </b>A limited-edition set featuring the bestselling ultimate reset extreme repair collection infused with Japanese-sourced rice extract to deeply hydrate and restore all types of damaged hair.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Damage, Split Ends, and Breakage<br>- Dryness<br>- Frizz<br><br><b>Key Benefits: <br></b>- Cares for damaged hair overnight due to bleaching, coloring, and heat styling<br>- Intense nourishment repairs and restores very damaged hair<br>- Strengthens to prevent future breakage and reduces tangling and split ends<br><br><b>Highlighted Ingredients:<br></b>- Japanese-Sourced Rice Extract: Enriched with minerals, antioxidants, vitamins B and E, it is renowned by Japanese women for protecting hair from damage, hydrating, and improving elasticity.<br><br><b>What Else You Need to Know:</b> Discover the art of repair with the extreme repair haircare essentials set. The ultimate reset shampoo gently cleanses while replenishing hair from within, paired with the ultimate reset treatment mask which deeply hydrates and restores hair to reduce hair breakage and split ends. Extend your hair repair routine into nighttime recovery with the ultimate reset night serum: a luxurious, multi-benefit overnight hair treatment, infused with Japanese-sourced rice extract and peptide technology to restore strength, smoothness, and shine.<br><br><b>Fragrance Description: </b>Top notes of peach and orange blossom blend with middle notes of jasmine, geranium, and ylang ylang, with base notes of tonka bean, sandalwood, vanilla, and musk.<br><br><b>Clinical Results:</b> In a test when compared to non-conditioning shampoo the Night Serum:<br>-Reduces hair breakage by 95%<br>-3X smoother hair<br>-95% stronger hair*<br><br>In other tests:<br>-In one use, helps fight up to 1 year of visible surface damage on hair  <br>-Softens and nourishes hair  <br>-Provides hydration and shine   <br><br><b>This Set Contains:<br></b>- 10 oz/ 300 mL Ultimate Reset Shampoo for Very Damaged Hair <br>- 6 oz/ 200 mL Ultimate Reset Hair Mask for Very Damaged Hair <br>- 1.5 oz/ 45 mL Ultimate Reset Repairing Night Serum for Damaged Hair",shu uemura Art of Reset Set Image 2
IGK,Hair Masks,"<b>What it is: </b>A leave-in, dry treatment that repairs and softens hair using bond-building technology without needing to wash or re-style.<br><br><b>Hair Type: </b>Fine, Medium, and Thick<br><br><b>Hair Texture: </b>Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Shine<br>- Dryness<br>- Damage/Split Ends/Breakage
<br><br><b>Key Benefits: </b><br>- Softens and Smooths 	<br>- Strengthens and Repairs<br>- No mess, Residue, or Need to Wash Out<br><br><b>Formulation: </b>Spray<br><br><b>Highlighted Ingredients:</b><br>- Leave-In Bond-Building Technology: Repairs and strengthens the hair fiber without needing to be washed out.  <br>- Vegan Silk Proteins: Soften and smooth hair.<br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know: </b>This innovative dry hair mask allows you to repair and soften your hair without the need to rinse or re-style. Its time-release formula strengthens and nourishes over time, preventing future damage and frizz. Use any time throughout the day or before bed as an overnight mask.",IGK Antisocial Leave-In Dry Hair Mask in 5 oz/ 187 mL Image 2
BondiBoost,Hair Masks,"<b>What it is: </b>A natural, silicone-free nourishing mask to treat damage for soft, shiny, healthier strands that’s clinically shown to reduce breakage after one use.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Damage, Split Ends, and Breakage<br>- Dryness<br>- Frizz<br><br><b>Key Benefits: <br></b>- Plant-based bond technology targets damage to rebuild broken bonds and repair hair from the inside out<br>- Weightlessly hydrating formula smooths, adds shine, and strengthens to prevent future damage<br>- Silicone-free, natural mask adds intense moisture and reduces frizz for integrity and shine<br><br><b>Highlighted Ingredients:<br></b>- Natural Bond Builder+ Technology: Repairs the key structural protein of the hair from the inside out.<br>- Polycare® Split Therapy Technology: Repairs and mends split ends. <br>- Natural Oil Blend: Moisturize and condition hair. <br><br><b>Ingredient Callouts:</b> It is vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> Damaged hair from heat, color, and chemicals? BondiBoost’s new and improved Rapid Repair Hair Mask is designed for hair repair, split ends, breakage, and hair strengthening with their Natural Bond Builder+ Technology and Polycare® Split Therapy Technology to restore resistance, elasticity, and shine.<br><br><b>Fragrance Description: </b>Light pomegranate, like a fruity, refreshing cocktail on a first date.<br><br><b>Research Results: </b>Based on an in vitro analysis on bleached hair tresses using Bond Builder+ Hair Mask:<br>- Reduces breakage by 70% after one use<br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",BondiBoost Rapid Repair Bond Builder+ Hair Mask for Damaged Hair in 8.45 oz / 250 ml Image 2
amika,Hair Masks,"<b>What it is: </b>A moisturizing and toning mask formula clinically shown to strengthen damaged hair and bring out the brightest in blond, silver, and gray strands.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Damage, Split Ends, and Breakage<br>- Brassiness<br><br><b>Key Benefits: <br></b>- Tones brassiness<br>- Moisturizes dry hair<br>- Strengthens and reduces breakage<br><br><b>Highlighted Ingredients:<br></b>- Bond-Fortifying Technology: Targets and strengthens hair bonds that are most prone to breakage.<br>- Plant Butters: Mango butter extract, borage oil, and shea butter are loaded with vitamins, minerals, and five fatty acids.<br>- Ultra-Violet Pigments: Counteract yellow and brassy tones. <br><br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This luxurious, ultra-hydrating mask is clinically shown to intensely brighten, tone, hydrate, and strengthen hair with bond-fortifying technology, plant butters, quinoa protein, and ultra-violet pigments. After one use, hair is less prone to breakage and more manageable.<br><br><b>Clinical Results:</b> In a test, clinically proven results after 1 use show:<br>- Hair is 2.2 times stronger <br>- Hair has 56% less breakage<br>- Hair is 8 times more conditioned<br><b>Clean + Planet Positive at Sephora<br></b>When you see our Clean + Planet Positive seal, this brand's products are formulated without certain ingredients that are potentially harmful to human health and environment. They also address ingredients clients are concerned about, including phthalates, formaldehyde or formaldehyde releasers, oxybenzone and octinoxate, hydroquinone, triclosan, coal tar, methylisothiazolinone and methylchloroisothiazolinone, insoluble plastic microbeads, and more: For the full list, check out the Ingredients tab. <br>On top of meeting the Clean at Sephora formulated without list, these brands are on a mission to do right by your routine and the planet by making climate commitments and focusing on sustainable sourcing, responsible packaging, and environmental giving.",amika Bust Your Brass Toning + Strength Repair Mask in 8 oz/ 250 ml Image 2
shu uemura,Hair Masks,"<p><strong>What it is: </strong>A strengthening hair mask that repairs and restores while preventing breakage with intense hydration and nourishment for dry and damaged hair.</p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Coily, Curly, Straight, and Wavy</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dryness</p><p>- Frizz</p><p>- Damage, Split Ends, and Breakage</p><p><br></p><p><strong>Key Benefits: <br></strong>- Intense nourishment repairs and restores very damaged hair</p><p>- Prevents and reduces breakage and split ends</p><p>- Protects against tangling while enhancing softness and shine</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Japanese-Sourced Rice Extract: Enriched with minerals, antioxidants, vitamins B and E, it is renowned by Japanese women for protecting hair from damage, hydrating, and improving elasticity.</p><p><br></p><p><strong>What Else You Need to Know:</strong> For centuries, Japanese women have looked to rice for its immense beautifying powers. Formulated with the natural precious ingredient, Japanese-sourced rice extract, this hair mask intensely restores and replenishes damaged hair from within, nourishing hair while preventing and reducing breakage and split ends.</p><p><br></p><p><strong>Fragrance Description: </strong>Top notes of peach and orange blossom blend with middle notes of jasmine, geranium, and ylang ylang, with base notes of tonka bean, sandalwood, vanilla, and musk.<strong><br></strong></p>",shu uemura Ultimate Reset Hair Mask for Very Damaged Hair in 6 oz/ 200 mL Image 2
L'Oréal Professionnel,Hair Masks,"<p><strong>What it is: </strong>A hydrating hair mask that locks out harmful metal particles found in water to protect against metal-induced color fading and hair damage.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Dryness</p><p>- Damage, Split Ends, and Breakage</p><p>- Color Fading</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Protects against harmful metals found in water to prevent damage</p><p>- Helps prevent metal-induced color fading to maintain vibrancy</p><p>- Softens hair with intense nourishment</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Glicoamine: Patented technology that penetrates inside the hair fiber to detoxify metal particles found in water.</p><p><br></p><p><strong>What Else You Need to Know:</strong> As water flows through eroded pipes, harsh metals accumulate in hair over time. Excess metal build up reduces overall hair health, leading to hair damage, breakage, and color fading. This hydrating hair mask works to prevent harmful metal particles from re-entering the hair fiber, while enhancing softness and adding shine. Its exclusive formula can be used on color-treated hair to help protect against metal-induced color fading, or on virgin hair to reduce breakage and restore hair health. Safe to use daily or weekly as needed based on hair concerns.</p><p><br></p><p><strong>Fragrance Description:</strong> An addictive fragrance with top notes of citrus and base notes of musky woods.</p><p><br></p><p><strong>Clinical Results:</strong> In an instrumental test vs. non-conditioning shampoo:</p><p>- 87% less breakage</p>",L'Oréal Professionnel Metal Detox Anti-Breakage Hair Mask in 8.5 oz / 250 ml Image 2
SEPHORA COLLECTION,Hair Masks,"<p><strong>What it is: </strong>A collection of overnight hair sleeping masks formulated with natural-origin ingredients that target specific hair concerns.</p><p><br></p><p><strong>Hair Type:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Texture:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dryness</p><p>- Shine</p><p>- Damage, Split Ends and Breakage</p><p><br></p><p><strong>Key Benefits: <br></strong>- Nourishes and repairs damaged hair</p><p>- Adds shine and reduces frizz</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Coconut Oil: Nourishes and repairs.</p><p>- Mango butter: Fortifies and targets breakage.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Sephora Collection’s cream masks are applied to your hair before bed by placing the cute cap to cover your hair while you sleep. Each mask works effortlessly overnight for beautiful, nourished hair when you wake up. Its formula is infused with mango butter derived from the fruit’s kernel. Thanks to its concentration of fatty acids, the mango butter and coconut oil both help nourish and repair damaged hair.</p><p><br></p><p><strong>Clinical Results:</strong> In a satisfaction survey with 22 people:</p><p>- 77% of people found their hair was silkier after just one use</p><p><br></p><p>In a satisfaction survey with 22 people, after using the mask twice a week for 21 days:</p><p>- 96% of people found their hair was repaired</p>",SEPHORA COLLECTION Nourishing Hair Sleeping Mask in Coconut + Mango in 1 oz/30 ml Image 2
